id,pair,Yaw,Pitch,Roll,tx,ty,tz,classify_label
004079,004079-top-front,-1.4632619179511892,0.3360983748351083,2.805432232684067,-1.0266484684329278,-6.950016179630564,-3.1667367320111106,1
004079,004079-top-back,2.4062225868248004,0.9368161105476801,2.6749731082275385,5.144289285409098,-5.5141462885255415,-1.0800098567072887,1
004079,004079-top-left,-1.0727927972444518,1.2708082455460838,1.3321817891278833,0.08596819847252313,-2.448720938468167,1.2689470796176252,1
004079,004079-top-right,-0.9727515513350378,2.714993685507373,1.6420190503260588,8.63628501976256,3.1029730933040582,7.187336888133483,1
004273,004273-top-front,-2.445792782970123,1.9852589988318723,-2.247106633291341,6.065621750053925,-0.38490364869919347,4.8020014035883545,1
004273,004273-top-back,-1.8538591930770525,1.160632645350864,-0.45606516405432773,-2.2084772103217816,-0.6178898538851296,-8.74435116455771,1
004273,004273-top-left,1.6723666172187033,2.3652305075295104,-2.1764807503093166,-0.75401795218397,-6.856630944756736,-2.0808279524347295,1
004273,004273-top-right,2.7270811681210305,-1.7807817882608152,0.27474782516963964,-9.240119176915103,-0.08027275836478331,-6.6845270262316525,1
005225,005225-top-front,-2.326431439035866,-0.3026334141482097,-1.8570729389691158,-1.6918893612902668,8.863409964607953,3.8584885899204036,1
005225,005225-top-back,2.0851914615361915,1.7230113032975531,-1.3035277592487036,-3.369969631987173,7.774336010685584,7.67596607767414,1
005225,005225-top-left,0.5615912025478269,-2.653969489092729,-1.7076071118300433,6.525457649240678,2.8874392732088587,-7.11148595730851,1
005225,005225-top-right,-0.6156050846976149,3.081017909153693,-2.585605992910578,-5.448363490861583,-2.3357758997105975,9.025260952160515,1
004907,004907-top-front,-0.272695731077861,3.109133985504104,1.1320609021755872,-4.86305464821247,3.549816825869442,5.418021992291827,1
004907,004907-top-back,2.111587539740689,-2.3710442712489437,1.6121074597213252,-8.235411564793981,-3.1445498978200455,3.1208217268157608,1
004907,004907-top-left,2.022149822961004,-0.17895346832494088,-2.7072343456596863,5.3761556027280495,-1.4020592924104314,-7.113090596829473,1
004907,004907-top-right,-0.6511003333770423,1.9418815960662574,0.3030470048067686,-2.775296606350661,-6.844956681683103,-3.5001943002988467,1
005670,005670-top-front,-2.1364261649508136,-1.6262328147757434,2.591476812868708,-8.649657569074165,3.4678330486734144,3.9556800569530672,1
005670,005670-top-back,-1.909366825686298,2.533343477984395,-0.9910445547049604,-9.487117872786527,-1.394119230985222,9.056258937783817,1
005670,005670-top-left,-0.5346495615704937,2.823895177071115,-1.3236293164280326,0.10291780401349193,-1.9602751675436725,9.631209885214766,1
005670,005670-top-right,-0.06330475040138946,-1.537800615937264,-2.3443900028232596,-7.297186867850827,-9.872397225022107,-3.7268592357844588,1
005191,005191-top-front,1.9207484597283386,-1.7763618864889346,0.8094195730823217,-2.5375013959422477,7.848991919149309,3.2781313824698604,1
005191,005191-top-back,1.3265791339857766,-2.202305223748236,0.00019415329447295833,5.88122984991581,9.27412052161284,-8.093966812140689,1
005191,005191-top-left,-2.419650233402661,2.102798091853833,-1.3816443673164784,9.492943519335554,6.922831788346365,8.603618768799912,1
005191,005191-top-right,-0.044876429582451895,-0.4052647139192908,-1.1730970373863276,-5.976379735152397,-3.862000472992266,-8.898013964676005,1
005205,005205-top-front,-2.9124633334418375,0.7141821752619374,1.2737642092945687,0.11382463643605689,7.583774492761613,-2.5658686690678723,1
005205,005205-top-back,2.575346034074274,1.9816641372734298,0.7038176339056368,-1.7278869400537982,3.099659616773158,4.7443128712844125,1
005205,005205-top-left,-1.9064023176245275,-0.7149483927595653,-0.2544173223134515,-5.8054526301716125,-4.831157317636199,6.970280922098432,1
005205,005205-top-right,-0.696083757170105,0.7250952921335773,-2.351684631471622,5.333265665925335,-5.5585708883335165,8.011186706552166,1
005819,005819-top-front,-2.8020834276114766,-0.978463325708199,2.663853370607405,9.024928368982373,9.103177847069528,-2.1950871204879103,1
005819,005819-top-back,0.9590512566004062,0.5815754062840403,0.02283344396766588,1.1541337090821457,3.8735560777906173,7.518394585597822,1
005819,005819-top-left,-2.872529442597953,-2.5691026130860326,1.4164659386680585,-7.177318781659658,-9.468279068255008,6.989892421501693,1
005819,005819-top-right,-1.7383616487838727,-0.20942262190533356,1.6173820615899894,-4.448544312463705,-6.098390940062202,2.8683957974234353,1
005520,005520-top-front,-0.15979407191046363,0.09954197420591124,0.029146163622861262,-4.080614991649883,5.904113344259649,9.94916814775442,1
005520,005520-top-back,0.6462345339899352,-1.7559832067928367,-1.717534632648376,9.871290149239204,6.267246049434714,5.859906788524036,1
005520,005520-top-left,-1.1869430575004065,2.250405611268738,1.836991158046427,-7.933136555366113,2.4128346070548403,4.5411361690850995,1
005520,005520-top-right,1.1897305001124572,-1.6179989306852196,-0.5651131428153705,3.5385485972507276,-2.6046551005985634,1.732024326548487,1
005151,005151-top-front,-2.6538329593486822,-2.9619063288524843,0.12678491559932334,-6.6428117768883554,5.265018500499302,-5.266503827695219,1
005151,005151-top-back,-0.45942506737207356,-1.8709248457095733,3.0954886118752976,-3.1050630424355496,4.377601823128037,-9.693657101258195,1
005151,005151-top-left,0.16045600885552597,2.341456890416699,-1.111223780556782,0.9130349044348627,7.380292264835564,-2.0563740705114046,1
005151,005151-top-right,-0.43317813807767835,-2.3306333161558825,-0.05592849507371317,6.742382797179907,-0.5612253846194282,0.2120609066762409,1
004792,004792-top-front,2.663068507746231,-2.901963602125087,1.4844743999886867,1.4396847956140597,2.147233807947547,-3.367756104198099,1
004792,004792-top-back,-0.37325535011092686,0.9283640943078215,-1.0187416963069083,1.1784662887878188,5.957867719730661,6.70404746587705,1
004792,004792-top-left,-0.020657126105407774,0.132071926788623,1.340563327196975,6.171213885111342,2.2023720471357606,-6.945353116681221,1
004792,004792-top-right,2.4645470682937756,-2.2025518307249476,1.6351873220493265,-1.7729930626677959,6.32463111569615,9.708926726069787,1
005438,005438-top-front,-1.9147335483608914,2.3413537108040416,-0.5451268855614503,9.540736868669764,-9.818851077815394,2.031690259207007,1
005438,005438-top-back,0.77428334791285,-1.7459970347478826,-0.34809466624101576,1.9915029297720004,1.8277322333426742,6.579393398142599,1
005438,005438-top-left,-2.3737577841678292,1.1599972328396946,3.0570366606681194,3.661645112137748,8.693405397161317,-8.210168776791074,1
005438,005438-top-right,1.3894781989540947,1.2178240607342345,1.5542956194093658,8.389219820434388,-0.19968219198005244,-8.627146053225879,1
005809,005809-top-front,-1.3349192817792956,1.3484712027361965,0.7421693423003275,1.1315201319742272,-9.409680136278292,7.132137238657258,1
005809,005809-top-back,-1.639048776976812,1.9355328367882896,0.3732153632176027,-4.9071223525954855,0.6027972725222206,2.983756194381627,1
005809,005809-top-left,-2.392245606701516,2.703972247587265,0.8629343931177491,-2.6341647339909606,-2.7284581226385063,6.801902282488321,1
005809,005809-top-right,0.9699619476984639,-0.2778292302720491,2.4222590216406954,-8.589657580251313,-8.553282440530142,-0.08560531126971682,1
005289,005289-top-front,3.092960843636324,-1.0112404342174965,-0.4857560833091633,-8.051862003365857,1.663828032302618,5.136506481295006,1
005289,005289-top-back,-1.6928629280719727,0.612234942293464,2.582200635421283,2.474592174067311,5.047950422917488,-2.0639410776262075,1
